"year","0__0","1__0","2__0","3__0","4__0","5__0","6__0","7__0","8__0","9__0","10__0","11__0","12__0","13__0","14__0","15__0","16__0","17__0","18__0","19__0","20__0","21__0","22__0","23__0","24__0","25__0","26__0","27__0","28__0","29__0","30__0","31__0","32__0","33__0","34__0","35__0","36__0","37__0","38__0","39__0","40__0","41__0","42__0","43__0","44__0","45__0","46__0","47__0","48__0","49__0","50__0","51__0","52__0","53__0","54__0","55__0","56__0","57__0","58__0","59__0","60__0","61__0","62__0","63__0","64__0","65__0","66__0","67__0","68__0","69__0","70__0","71__0","72__0","73__0","74__0","75__0","76__0","77__0","78__0","79__0","80__0","81__0","82__0","83__0","84__0","85__0","86__0","87__0","88__0","89__0","90__0"
"1874",0.192518,0.042118,0.03123,0.020177,0.013327,0.009812,0.00728,0.0054,0.004178,0.003592,0.003526,0.003564,0.00358,0.003581,0.003676,0.003874,0.004213,0.004848,0.005885,0.007111,0.008273,0.009117,0.009621,0.009833,0.009714,0.00926,0.00869,0.008118,0.007931,0.008087,0.008331,0.00852,0.008749,0.008973,0.009078,0.00905,0.00903,0.009121,0.009468,0.009981,0.010451,0.010821,0.011268,0.011776,0.012128,0.012337,0.012661,0.013137,0.013893,0.014905,0.015969,0.016909,0.017805,0.018717,0.01955,0.020194,0.02107,0.02234,0.023873,0.026056,0.028839,0.031528,0.034158,0.03685,0.039243,0.041634,0.044509,0.047899,0.052719,0.059084,0.066684,0.074662,0.082663,0.091513,0.100413,0.108614,0.117292,0.125928,0.132091,0.138417,0.157296,0.169862,0.184793,0.201275,0.218824,0.237891,0.255248,0.270349,0.284428,0.298776,0.31402
"1875",0.191751,0.04325,0.031281,0.021608,0.01393,0.010393,0.007722,0.005697,0.004394,0.003792,0.003758,0.003821,0.003865,0.003864,0.003836,0.003958,0.004398,0.005092,0.006219,0.007907,0.00966,0.010678,0.011153,0.011165,0.010718,0.009913,0.009271,0.008687,0.008251,0.008391,0.008876,0.009175,0.00936,0.009581,0.009736,0.009741,0.009751,0.009828,0.010068,0.010621,0.011297,0.011765,0.012116,0.012587,0.013118,0.013463,0.013811,0.014336,0.015035,0.016058,0.017299,0.018372,0.019309,0.020273,0.021324,0.022373,0.023471,0.024885,0.026657,0.028644,0.031259,0.034081,0.036733,0.039554,0.042671,0.045618,0.049116,0.053091,0.057413,0.06312,0.070219,0.078111,0.086559,0.095649,0.106515,0.118251,0.128914,0.139758,0.149373,0.153475,0.167937,0.18022,0.19637,0.216295,0.239349,0.264632,0.287519,0.305717,0.319326,0.33092,0.344228
"1876",0.187955,0.040883,0.030595,0.020848,0.013996,0.01056,0.007834,0.005784,0.00443,0.003761,0.003689,0.003747,0.003841,0.003928,0.004006,0.004158,0.004611,0.00539,0.00653,0.008048,0.009792,0.011079,0.011565,0.011423,0.010755,0.009794,0.009083,0.008761,0.00852,0.008734,0.009071,0.009415,0.009729,0.009916,0.009997,0.010068,0.010215,0.010413,0.010594,0.010942,0.01138,0.011838,0.012324,0.01268,0.013087,0.013515,0.01412,0.014751,0.015469,0.016399,0.017517,0.018537,0.019518,0.020322,0.021036,0.021843,0.022917,0.02434,0.026215,0.028258,0.030898,0.033537,0.036322,0.039013,0.042057,0.044703,0.048406,0.052185,0.05638,0.061127,0.066816,0.073334,0.081398,0.091031,0.102213,0.11589,0.128341,0.139848,0.150715,0.157809,0.167054,0.1793,0.195937,0.217035,0.241553,0.266738,0.288299,0.303105,0.310137,0.313688,0.322862
"1877",0.190128,0.040092,0.028136,0.019507,0.013322,0.010203,0.007718,0.005748,0.004405,0.003696,0.003553,0.003563,0.00363,0.00373,0.003858,0.004039,0.00435,0.004946,0.005938,0.007117,0.00835,0.009549,0.010333,0.01034,0.009839,0.009118,0.008574,0.008354,0.00841,0.008665,0.008709,0.008725,0.008994,0.00922,0.009275,0.009393,0.009694,0.010069,0.010396,0.010673,0.010888,0.011202,0.011752,0.012198,0.012402,0.012627,0.013214,0.013937,0.01463,0.015458,0.016369,0.017257,0.018273,0.019204,0.019903,0.020599,0.021627,0.023136,0.024973,0.027011,0.029454,0.031882,0.034331,0.0371,0.03988,0.042457,0.045976,0.050077,0.054426,0.059494,0.064863,0.070516,0.077597,0.086471,0.096907,0.108633,0.120152,0.131498,0.141625,0.151029,0.16116,0.175522,0.194096,0.216724,0.241095,0.262387,0.278788,0.287145,0.286204,0.283078,0.291864
"1878",0.205488,0.043615,0.028861,0.019151,0.013141,0.00999,0.007765,0.005801,0.004455,0.003743,0.003587,0.003589,0.003654,0.003788,0.003967,0.004211,0.004584,0.005081,0.005867,0.007029,0.008215,0.009134,0.009983,0.010358,0.009982,0.009286,0.008756,0.008468,0.008472,0.008728,0.009052,0.009,0.009002,0.009237,0.009387,0.00942,0.009605,0.009985,0.010423,0.010823,0.011172,0.011435,0.011822,0.012377,0.012735,0.012888,0.013235,0.013992,0.014882,0.015801,0.016856,0.017832,0.018781,0.019826,0.020683,0.02136,0.022268,0.023584,0.02546,0.027702,0.030144,0.032794,0.035379,0.038023,0.041045,0.0441,0.047322,0.051828,0.057026,0.062752,0.069381,0.076157,0.083284,0.092063,0.102478,0.114132,0.126027,0.137741,0.150241,0.161758,0.174006,0.190359,0.210684,0.235004,0.260641,0.281872,0.299339,0.310381,0.311646,0.310629,0.324482
"1879",0.192146,0.040797,0.028082,0.017732,0.011777,0.009019,0.007174,0.005635,0.004433,0.003819,0.003648,0.00361,0.003655,0.00379,0.004016,0.004322,0.004761,0.005318,0.005977,0.006958,0.008225,0.009113,0.009705,0.010238,0.010186,0.009468,0.008851,0.008515,0.008442,0.008687,0.00918,0.009514,0.009395,0.009414,0.009601,0.00963,0.009639,0.009888,0.010358,0.010886,0.011382,0.011747,0.011999,0.012402,0.012885,0.013101,0.013315,0.013862,0.014857,0.015992,0.017179,0.018338,0.01937,0.020444,0.021611,0.022567,0.023619,0.024978,0.026747,0.029153,0.031859,0.034491,0.037342,0.040116,0.042954,0.046243,0.049733,0.053693,0.059314,0.06573,0.072886,0.080628,0.088133,0.096049,0.105779,0.116639,0.128658,0.140974,0.154067,0.170127,0.187387,0.206943,0.229569,0.255161,0.280532,0.298948,0.31339,0.323497,0.325779,0.326348,0.344613
"1880",0.204389,0.047046,0.032564,0.021267,0.013474,0.009844,0.007523,0.00582,0.004531,0.003779,0.003663,0.003637,0.00366,0.003772,0.003978,0.004294,0.004784,0.005486,0.006353,0.007384,0.008778,0.010068,0.010662,0.010896,0.010941,0.010231,0.00926,0.008614,0.008335,0.008401,0.008819,0.009353,0.009614,0.009437,0.00953,0.009777,0.009878,0.010004,0.010408,0.011013,0.011599,0.012033,0.012298,0.012473,0.012859,0.013303,0.01357,0.01391,0.014636,0.015784,0.016952,0.018004,0.018994,0.019875,0.020887,0.022043,0.023117,0.024368,0.025909,0.027812,0.030308,0.032812,0.035247,0.038031,0.040789,0.043728,0.047415,0.051402,0.056215,0.063113,0.070773,0.078646,0.086441,0.093191,0.099879,0.107957,0.117305,0.128577,0.140863,0.155942,0.180131,0.20162,0.224587,0.248318,0.269028,0.279872,0.286095,0.289671,0.290938,0.298404,0.331498
"1881",0.193009,0.043675,0.031326,0.020732,0.013517,0.010017,0.007751,0.00618,0.005085,0.004382,0.004269,0.004098,0.004025,0.004051,0.004155,0.004403,0.004855,0.005579,0.006505,0.007627,0.008899,0.010038,0.01075,0.011061,0.010878,0.010164,0.009482,0.008886,0.008559,0.008546,0.008929,0.009356,0.009908,0.009955,0.010093,0.00996,0.00991,0.010091,0.010341,0.010705,0.011225,0.011775,0.01222,0.012401,0.012606,0.012843,0.013196,0.013863,0.014578,0.015574,0.016771,0.018044,0.019133,0.019969,0.020752,0.021607,0.02255,0.023856,0.025441,0.027066,0.02935,0.031612,0.034171,0.036907,0.039616,0.042417,0.046066,0.050092,0.054495,0.060401,0.0666,0.074075,0.081043,0.087785,0.093575,0.099806,0.106114,0.115402,0.127683,0.140731,0.16446,0.183543,0.203254,0.222845,0.239343,0.248171,0.254694,0.261262,0.268646,0.283072,0.316355
"1882",0.201792,0.044226,0.031118,0.02118,0.013908,0.010383,0.007942,0.006094,0.004872,0.004235,0.004151,0.004071,0.00406,0.004163,0.004339,0.004627,0.005081,0.005743,0.006569,0.00756,0.008642,0.00936,0.009849,0.010359,0.010326,0.009679,0.009385,0.009303,0.009102,0.009027,0.009231,0.009467,0.009798,0.010148,0.010538,0.010315,0.010022,0.010291,0.010752,0.011119,0.011641,0.012326,0.012973,0.013297,0.013334,0.0131,0.013116,0.013822,0.014788,0.015734,0.016871,0.018325,0.019698,0.020661,0.021422,0.021996,0.022743,0.024111,0.025862,0.027688,0.029887,0.032067,0.034585,0.037493,0.040104,0.042796,0.04645,0.050589,0.055286,0.060791,0.066308,0.072665,0.079753,0.086836,0.094112,0.100731,0.106686,0.115013,0.127226,0.142881,0.166904,0.186266,0.206122,0.225897,0.243453,0.255909,0.268386,0.28361,0.301816,0.325056,0.358302
"1883",0.202839,0.044855,0.030191,0.020161,0.013606,0.00998,0.00761,0.005732,0.004474,0.003859,0.0038,0.003923,0.003939,0.00401,0.004104,0.004246,0.004603,0.005228,0.006151,0.007332,0.008669,0.009658,0.010083,0.010248,0.010271,0.009646,0.008991,0.008906,0.009041,0.009135,0.009402,0.009705,0.009954,0.010271,0.010597,0.010863,0.010602,0.010471,0.010859,0.011327,0.011676,0.012083,0.012657,0.013194,0.013445,0.013521,0.013569,0.013932,0.0149,0.015974,0.016904,0.017864,0.019184,0.020374,0.021202,0.021975,0.022861,0.024061,0.025912,0.028073,0.030277,0.032638,0.03495,0.037685,0.040752,0.043537,0.046857,0.051449,0.056404,0.061913,0.068106,0.073562,0.079574,0.086495,0.093757,0.101287,0.108933,0.116367,0.126948,0.14168,0.167641,0.187109,0.206928,0.226164,0.242838,0.254678,0.266363,0.281068,0.29992,0.324361,0.357277
"1884",0.214349,0.046792,0.032705,0.020932,0.014045,0.010535,0.007976,0.006085,0.004705,0.003952,0.003775,0.00387,0.004053,0.004166,0.004421,0.004712,0.005114,0.005689,0.006463,0.007462,0.008548,0.009384,0.009814,0.009769,0.009605,0.009413,0.009015,0.008778,0.009096,0.009492,0.009672,0.009784,0.009906,0.010012,0.010218,0.010523,0.010847,0.010667,0.010814,0.011462,0.012053,0.012389,0.012806,0.013378,0.013836,0.014012,0.014191,0.014354,0.01488,0.015976,0.017015,0.017746,0.018623,0.019953,0.021061,0.021884,0.022947,0.024198,0.025878,0.028296,0.0309,0.033294,0.035793,0.038225,0.041102,0.044177,0.047079,0.050997,0.056621,0.062553,0.06898,0.075531,0.080924,0.086651,0.093505,0.101356,0.110256,0.119038,0.127627,0.140065,0.165666,0.184079,0.203316,0.222142,0.23856,0.250796,0.26233,0.275825,0.292804,0.314576,0.341777
"1885",0.18508,0.05088,0.027708,0.020296,0.015712,0.011344,0.007616,0.004895,0.003299,0.002697,0.002966,0.003405,0.003886,0.004232,0.0043,0.004418,0.004668,0.005179,0.006007,0.007174,0.008569,0.009606,0.010198,0.010233,0.00967,0.009049,0.008778,0.008431,0.008425,0.009109,0.009814,0.010012,0.010097,0.010157,0.010166,0.010275,0.010668,0.011032,0.010873,0.01126,0.012098,0.012566,0.012762,0.013102,0.013571,0.013892,0.014123,0.01443,0.014736,0.015506,0.016804,0.017759,0.018366,0.019231,0.02057,0.021579,0.02256,0.023927,0.025525,0.027718,0.030681,0.033337,0.03565,0.03803,0.040261,0.042959,0.046008,0.049119,0.053955,0.061243,0.06885,0.076302,0.083414,0.088786,0.093884,0.100226,0.108901,0.118725,0.127832,0.136892,0.161093,0.178592,0.197908,0.218041,0.237054,0.253268,0.26889,0.285961,0.306009,0.33096,0.362332
"1886",0.19866,0.052153,0.02682,0.01976,0.016502,0.011853,0.0076,0.004596,0.002934,0.002427,0.002922,0.003505,0.004014,0.004469,0.004573,0.004836,0.004986,0.005492,0.006325,0.00742,0.008764,0.009753,0.010411,0.010525,0.010096,0.009305,0.008897,0.008673,0.008764,0.009236,0.009808,0.010326,0.010477,0.010463,0.010242,0.010232,0.010299,0.011008,0.011195,0.011931,0.012451,0.012859,0.01333,0.013613,0.013696,0.013884,0.014182,0.01469,0.015088,0.015643,0.01657,0.017368,0.018602,0.019457,0.02063,0.021714,0.023322,0.024931,0.026585,0.028535,0.031003,0.033379,0.035978,0.038655,0.040854,0.043571,0.046745,0.050529,0.054836,0.060956,0.06742,0.076189,0.083592,0.090977,0.097193,0.103272,0.109917,0.119783,0.130847,0.140311,0.160618,0.176111,0.194167,0.214429,0.235566,0.255824,0.275078,0.293662,0.311231,0.326759,0.338548
"1887",0.194629,0.043649,0.030155,0.020542,0.013572,0.009974,0.007218,0.005146,0.003906,0.003332,0.003397,0.003583,0.003767,0.003977,0.004224,0.004703,0.005102,0.005632,0.006419,0.007333,0.008322,0.009059,0.009553,0.009679,0.009414,0.008878,0.00834,0.008057,0.008353,0.008812,0.009081,0.009623,0.010233,0.010376,0.01024,0.010194,0.010233,0.010596,0.011123,0.012121,0.012468,0.012361,0.01284,0.013403,0.013501,0.013593,0.014018,0.014771,0.015459,0.016143,0.016698,0.017156,0.018388,0.01982,0.020771,0.02153,0.023174,0.025322,0.027242,0.029453,0.031848,0.034052,0.036821,0.039828,0.042104,0.044402,0.047221,0.051186,0.056412,0.061877,0.067515,0.075738,0.08468,0.092316,0.099986,0.105946,0.109493,0.115413,0.125305,0.137099,0.155192,0.171161,0.189192,0.209875,0.23218,0.254217,0.275462,0.295234,0.31247,0.32591,0.33463
"1888",0.20087,0.050276,0.023987,0.016519,0.012984,0.009592,0.007053,0.004962,0.003648,0.003131,0.003188,0.003363,0.003485,0.003574,0.00366,0.003881,0.00474,0.005976,0.007647,0.008877,0.009412,0.009631,0.009668,0.009585,0.00925,0.008742,0.008315,0.007945,0.007859,0.008294,0.008717,0.0089,0.009418,0.009941,0.010014,0.009938,0.010019,0.01018,0.010607,0.011221,0.012138,0.012193,0.012107,0.012591,0.013009,0.013071,0.013273,0.013804,0.014635,0.015403,0.016149,0.016654,0.017146,0.018257,0.019246,0.019763,0.020516,0.022451,0.025067,0.02785,0.03115,0.034177,0.03681,0.039747,0.04225,0.043807,0.046208,0.049881,0.055504,0.063088,0.071324,0.078946,0.08887,0.099004,0.107276,0.114804,0.120819,0.124867,0.132828,0.145695,0.167814,0.185342,0.20589,0.227757,0.250044,0.270175,0.28916,0.30658,0.321205,0.334115,0.34841
"1889",0.188973,0.046664,0.023421,0.014951,0.011798,0.008773,0.006283,0.004424,0.003145,0.002667,0.002814,0.003003,0.003198,0.003333,0.003451,0.003666,0.00441,0.005796,0.007194,0.008296,0.00874,0.00883,0.008773,0.008618,0.008384,0.008011,0.007743,0.007591,0.00748,0.007691,0.00837,0.008778,0.008966,0.00952,0.009923,0.009813,0.009706,0.009827,0.010096,0.010671,0.011521,0.01245,0.012269,0.012172,0.012532,0.012604,0.012535,0.012793,0.013468,0.014535,0.015611,0.016516,0.017037,0.017629,0.018679,0.019357,0.0199,0.020917,0.023195,0.026059,0.029021,0.032004,0.034636,0.037227,0.040336,0.043008,0.045519,0.049078,0.053814,0.060447,0.068293,0.075132,0.081425,0.090218,0.099298,0.107461,0.11621,0.123116,0.128147,0.137978,0.159247,0.175761,0.193532,0.21375,0.233598,0.251804,0.269855,0.287434,0.302358,0.313992,0.324919
"1890",0.198902,0.056729,0.027099,0.017529,0.012898,0.00934,0.006732,0.004841,0.003589,0.002957,0.003012,0.003163,0.003274,0.003465,0.003629,0.003898,0.00458,0.00595,0.007728,0.008654,0.009402,0.009649,0.009549,0.009269,0.008842,0.008326,0.007914,0.007758,0.007787,0.007928,0.008509,0.009448,0.009869,0.010102,0.010782,0.011147,0.010975,0.010891,0.011041,0.011346,0.011923,0.012768,0.013587,0.013143,0.013212,0.013855,0.014152,0.014319,0.014828,0.015698,0.016845,0.017739,0.018409,0.018686,0.019301,0.020521,0.021708,0.023126,0.025472,0.029663,0.034436,0.038445,0.041921,0.044409,0.046599,0.049144,0.05139,0.053916,0.058211,0.064393,0.073097,0.081919,0.089119,0.096305,0.106585,0.117422,0.128839,0.140796,0.149207,0.155192,0.176749,0.194353,0.21335,0.232993,0.253483,0.271174,0.289546,0.31014,0.332487,0.357503,0.389236
"1891",0.190452,0.047722,0.025798,0.017342,0.012729,0.009184,0.006532,0.004723,0.003611,0.003029,0.003099,0.003248,0.003361,0.003645,0.003862,0.004217,0.004824,0.005756,0.007255,0.008119,0.009627,0.009909,0.010034,0.009861,0.009268,0.008557,0.007967,0.007763,0.007732,0.00793,0.008279,0.008932,0.00937,0.009757,0.010192,0.0103,0.010513,0.010631,0.010885,0.011059,0.011782,0.012182,0.01349,0.013388,0.013918,0.013891,0.013891,0.014326,0.014984,0.015424,0.016507,0.01733,0.018515,0.019095,0.019693,0.020628,0.021716,0.024017,0.026197,0.029384,0.033061,0.037009,0.040762,0.04364,0.04624,0.049185,0.052409,0.056559,0.062245,0.068199,0.076827,0.086322,0.095852,0.105262,0.114057,0.123233,0.134653,0.147203,0.16137,0.171151,0.187056,0.205901,0.226551,0.247654,0.26685,0.283531,0.298952,0.316759,0.338594,0.367551,0.409234
"1892",0.221321,0.047653,0.02249,0.013478,0.011118,0.008525,0.006122,0.004415,0.003406,0.002949,0.003041,0.00317,0.003253,0.003427,0.003533,0.003755,0.004354,0.0054,0.006787,0.007778,0.008936,0.009252,0.009185,0.009153,0.008829,0.008356,0.007998,0.007906,0.007924,0.00805,0.00832,0.008533,0.008703,0.009347,0.010068,0.010181,0.010539,0.011192,0.011456,0.011371,0.011483,0.011667,0.012233,0.012779,0.014163,0.014703,0.014398,0.015003,0.015959,0.016273,0.016613,0.017133,0.018115,0.019151,0.020163,0.020952,0.021708,0.023983,0.026798,0.029199,0.031257,0.034113,0.038016,0.041487,0.045125,0.048829,0.052234,0.057154,0.063363,0.068593,0.07428,0.081249,0.090424,0.102086,0.113373,0.122516,0.13338,0.146658,0.161365,0.176957,0.187032,0.200193,0.217846,0.237674,0.258429,0.278843,0.301495,0.325442,0.352396,0.383148,0.417375
"1893",0.216404,0.050425,0.023358,0.014493,0.012172,0.009103,0.00656,0.004548,0.003323,0.002832,0.002894,0.00313,0.003264,0.003367,0.003508,0.003644,0.004284,0.00547,0.007029,0.008046,0.008472,0.009242,0.009156,0.008993,0.00881,0.008444,0.008146,0.008016,0.008129,0.00834,0.008661,0.008991,0.009177,0.009396,0.010118,0.010707,0.010801,0.011357,0.012157,0.012476,0.012536,0.012775,0.01301,0.013461,0.013914,0.015055,0.01499,0.014657,0.01539,0.016329,0.016779,0.017384,0.018164,0.019358,0.020543,0.021724,0.022615,0.023713,0.026368,0.029162,0.031382,0.033123,0.035929,0.039763,0.043117,0.046836,0.050531,0.05419,0.059864,0.066568,0.07233,0.078659,0.08637,0.096788,0.109346,0.120532,0.129105,0.139927,0.15329,0.167722,0.183946,0.197135,0.212354,0.23242,0.253999,0.275777,0.29861,0.325254,0.354356,0.389247,0.43357
"1894",0.192373,0.045693,0.020909,0.012857,0.011543,0.008713,0.006122,0.004245,0.002961,0.002429,0.002487,0.002697,0.002968,0.003138,0.003337,0.003623,0.004139,0.005119,0.006319,0.007279,0.007867,0.008503,0.009355,0.009091,0.008843,0.008369,0.007891,0.007619,0.007606,0.007887,0.008287,0.008692,0.009015,0.009115,0.009306,0.009992,0.010425,0.01052,0.011252,0.012151,0.012468,0.012538,0.012793,0.013059,0.013423,0.013954,0.015212,0.01499,0.015009,0.016177,0.017264,0.017738,0.018376,0.019103,0.020093,0.020958,0.022002,0.022784,0.024219,0.027397,0.03044,0.032726,0.034492,0.037498,0.041309,0.044448,0.048321,0.052141,0.056396,0.063488,0.071356,0.077694,0.084655,0.092909,0.104088,0.11628,0.125583,0.132478,0.142684,0.155732,0.170227,0.191942,0.207572,0.224512,0.24541,0.265832,0.287024,0.309776,0.33548,0.362975,0.396759
"1895",0.199996,0.045703,0.019054,0.010629,0.009796,0.007564,0.005204,0.003566,0.002566,0.002127,0.00225,0.002508,0.002821,0.003173,0.003385,0.003723,0.004346,0.005201,0.006462,0.007631,0.008772,0.009563,0.010443,0.01115,0.010133,0.009286,0.008418,0.007768,0.007501,0.007654,0.008154,0.008583,0.00899,0.009283,0.009305,0.009541,0.010403,0.01078,0.010866,0.011728,0.012575,0.012632,0.012593,0.01285,0.013212,0.01365,0.014544,0.016082,0.015651,0.015934,0.017395,0.018304,0.018665,0.019406,0.020327,0.021579,0.022856,0.024348,0.025328,0.027311,0.03114,0.034127,0.036356,0.038306,0.042106,0.046878,0.051036,0.056106,0.060531,0.065458,0.073786,0.08153,0.087485,0.094963,0.104443,0.118291,0.132946,0.143067,0.150985,0.163965,0.183966,0.204901,0.234589,0.255607,0.275456,0.297366,0.31935,0.343021,0.368613,0.398213,0.433345
"1896",0.171527,0.038956,0.018822,0.011099,0.009356,0.007132,0.005003,0.003547,0.002651,0.002247,0.002351,0.002511,0.002682,0.002943,0.003056,0.003338,0.00394,0.004784,0.006215,0.007114,0.00788,0.0084,0.008557,0.009315,0.008449,0.008639,0.007776,0.007408,0.007345,0.007447,0.007867,0.008214,0.008697,0.009007,0.009233,0.009303,0.009856,0.010251,0.010693,0.011421,0.01185,0.012281,0.012486,0.012767,0.012712,0.013306,0.013391,0.015345,0.015093,0.016196,0.016652,0.016925,0.017635,0.018676,0.019038,0.020188,0.02118,0.023157,0.024426,0.025764,0.028427,0.030192,0.033937,0.036378,0.039109,0.042733,0.046096,0.051083,0.055616,0.059753,0.066217,0.071569,0.077948,0.086313,0.092003,0.101886,0.113192,0.125678,0.138035,0.147994,0.16164,0.175105,0.195154,0.224161,0.243297,0.259804,0.281471,0.304072,0.327541,0.351056,0.373926
"1897",0.184786,0.034183,0.018491,0.011169,0.007837,0.006131,0.004784,0.004083,0.003372,0.002939,0.002967,0.002643,0.002727,0.002579,0.002816,0.00351,0.004231,0.005104,0.005997,0.005829,0.006926,0.007309,0.008378,0.007814,0.007218,0.007413,0.007275,0.007688,0.007214,0.007094,0.008066,0.007677,0.008124,0.00823,0.008108,0.00903,0.009148,0.009179,0.009798,0.010027,0.011144,0.01056,0.011666,0.011788,0.01167,0.013036,0.013404,0.01368,0.013733,0.014663,0.016686,0.015882,0.017056,0.017361,0.019087,0.019316,0.020911,0.021709,0.024195,0.024076,0.02976,0.028547,0.032748,0.034947,0.037513,0.040901,0.044915,0.050068,0.051897,0.056273,0.067786,0.06553,0.077385,0.087047,0.091724,0.10082,0.108954,0.120571,0.138058,0.137759,0.175866,0.170898,0.204639,0.221346,0.230218,0.247214,0.263842,0.278902,0.297409,0.318371,0.337273
"1898",0.207175,0.038339,0.020003,0.012005,0.00848,0.006181,0.004693,0.004257,0.003815,0.003439,0.00303,0.002834,0.002803,0.002831,0.00292,0.003509,0.004377,0.00527,0.006109,0.006166,0.007229,0.00801,0.008785,0.007967,0.007027,0.007306,0.007198,0.007815,0.007157,0.007534,0.008146,0.007862,0.008286,0.008281,0.008862,0.009408,0.00967,0.009891,0.010277,0.010081,0.011664,0.010806,0.012127,0.011729,0.012752,0.013701,0.013392,0.0142,0.014999,0.015457,0.016594,0.01664,0.018271,0.019155,0.020412,0.021358,0.022471,0.023847,0.02703,0.027516,0.032005,0.031281,0.035922,0.037764,0.041373,0.045826,0.047223,0.052739,0.059567,0.05971,0.07484,0.074799,0.088003,0.089427,0.104026,0.114562,0.11828,0.131247,0.15287,0.160942,0.18487,0.188602,0.22067,0.228054,0.270404,0.265041,0.288804,0.306103,0.320058,0.33861,0.360277
"1899",0.215575,0.037189,0.020427,0.013385,0.009524,0.006766,0.005487,0.004619,0.004049,0.003668,0.003255,0.003181,0.003056,0.002964,0.003367,0.003666,0.004475,0.005559,0.006335,0.006446,0.007535,0.008627,0.009185,0.008075,0.007952,0.007261,0.007853,0.007603,0.008093,0.007687,0.008416,0.008279,0.009142,0.008877,0.009098,0.009483,0.010404,0.010052,0.010599,0.010041,0.012062,0.011375,0.012775,0.012086,0.01266,0.01408,0.014118,0.014002,0.01572,0.015577,0.017456,0.016976,0.020495,0.019075,0.020842,0.022507,0.023695,0.024629,0.027333,0.028141,0.033302,0.031508,0.035943,0.037844,0.04082,0.046846,0.049354,0.052181,0.05829,0.062021,0.07047,0.074133,0.089707,0.092662,0.101725,0.11833,0.120628,0.129129,0.146779,0.158833,0.187367,0.176573,0.213047,0.231879,0.26031,0.265185,0.290952,0.320859,0.341748,0.357846,0.38171
"1900",0.20622,0.035155,0.019382,0.012021,0.00897,0.006478,0.005455,0.004758,0.0041,0.003483,0.003215,0.003005,0.003226,0.00305,0.00321,0.003812,0.004779,0.005491,0.006443,0.006886,0.007448,0.008929,0.009549,0.008431,0.007997,0.00763,0.008001,0.008069,0.008167,0.008091,0.008977,0.008603,0.00959,0.009452,0.009847,0.010527,0.010834,0.011377,0.011302,0.011746,0.012582,0.012547,0.013934,0.013838,0.013323,0.015484,0.015734,0.016522,0.016961,0.017324,0.019437,0.018417,0.021208,0.021205,0.022269,0.024426,0.026372,0.027474,0.030473,0.030579,0.036573,0.034548,0.039588,0.043583,0.043983,0.049491,0.054579,0.060564,0.063035,0.067252,0.081027,0.078662,0.095966,0.100686,0.109904,0.124453,0.135137,0.145067,0.160226,0.170688,0.204248,0.201414,0.232546,0.250358,0.289898,0.28656,0.308066,0.338332,0.375052,0.396487,0.408714
"1901",0.186002,0.031904,0.018549,0.011425,0.008603,0.006417,0.005105,0.00446,0.003953,0.003677,0.003212,0.002907,0.003005,0.003094,0.003166,0.003739,0.00417,0.004914,0.00568,0.006191,0.007004,0.008263,0.009011,0.008457,0.007519,0.007432,0.007636,0.007247,0.007586,0.007271,0.0084,0.00815,0.008872,0.008748,0.008867,0.009474,0.010105,0.01073,0.010888,0.010909,0.011877,0.0113,0.012072,0.012847,0.012959,0.014018,0.014433,0.015417,0.015612,0.016231,0.018591,0.017803,0.019602,0.020543,0.021736,0.022596,0.024321,0.025931,0.028459,0.028167,0.03268,0.032782,0.037324,0.038922,0.042027,0.045938,0.049331,0.054652,0.059428,0.060957,0.072811,0.0737,0.084309,0.092375,0.104333,0.112445,0.117467,0.136326,0.152269,0.153245,0.188139,0.182729,0.221377,0.224987,0.257906,0.262378,0.281964,0.301885,0.333553,0.374489,0.39296
"1902",0.171282,0.0322,0.01784,0.011118,0.008305,0.006002,0.00478,0.004121,0.003616,0.003101,0.002848,0.00275,0.00271,0.002788,0.002992,0.003523,0.004225,0.004886,0.005607,0.006157,0.006813,0.008401,0.00832,0.008013,0.00747,0.00715,0.007518,0.007389,0.00768,0.007337,0.007753,0.008023,0.008984,0.008211,0.008839,0.009408,0.009588,0.009744,0.010167,0.010842,0.011494,0.011202,0.012513,0.012035,0.013154,0.013772,0.01431,0.014688,0.015513,0.015406,0.016834,0.017423,0.01908,0.019628,0.020432,0.022763,0.02304,0.025126,0.026939,0.029062,0.031722,0.031541,0.036951,0.038666,0.039676,0.045462,0.048641,0.051763,0.057839,0.061233,0.070136,0.072077,0.085952,0.087689,0.10102,0.112182,0.116212,0.12703,0.152667,0.15794,0.176659,0.179058,0.214896,0.23075,0.240601,0.258343,0.27618,0.295297,0.314231,0.349614,0.39953
